"name","financial_impact","probability","age","employees","annual_revenue","corax_score","vulnerabilities","threats_to_industry","pagerank","max_records","asset_count","asset_locations"
"M&D Distributors",485246,0.559826,NULL,75,35000000,440,56,NULL,0.000000682982,346372,7,1
"John Williamson, CPA",336368,0.512606,NULL,100,15000000,487,NULL,NULL,0.000000682982,138864,3,1
"Roberts Hawaii",920440,0.638628,77,1400,210000000,361,NULL,1,0.000000682982,2508682,17,4
"Allied Minds",121818,0.344475,14,220,4005040,656,4,NULL,0.000000794081,32442,18,6
"Rod's Western Palace",329286,0.518025,42,60,35000000,482,90,12,0.000000682982,342094,32,9
"Pegasus Lighting",134903,0.470926,25,10,5000000,529,134,12,0.000000682982,40182,75,4
"Plow & Hearth",778528,0.757124,38,290,75000000,243,3147,12,0.000000872662,895960,19,6
"Nutrex Hawaii",127074,0.485459,28,30,5000000,515,19,NULL,0.000000682982,43441,21,6
"AvPORTS",602673,0.498372,NULL,150,35000000,502,NULL,3,0.000000682982,395763,10,4
"Amalgamated Sugar",824355,0.624803,121,900,135000000,375,10,NULL,0.000000682982,2004008,11,7
"AtlanticCigar",581715,0.690878,22,100,15000000,309,NULL,NULL,0.000000682982,311990,3,2
"Incipio",154879,0.162046,19,30,5000000,838,7,NULL,0.000000682982,38010,5,1
"Mrs. Prindable",390871,0.524632,33,100,15000000,475,7,NULL,0.000000794081,167001,4,2
"Liberty Hardware",517494,0.651568,NULL,280,35000000,348,7,NULL,0.000000682982,342094,21,3
"Affy Tapple",204936,0.358671,70,30,5000000,641,7,NULL,0.000000682982,49482,7,4
"Vapour Beauty",313972,0.624486,9,100,15000000,376,NULL,NULL,0.000000682982,130322,16,3
